file_id,species,processed_path,spectrogram_path,preview_path,duration_sec,sample_rate
mixkit-juicy-insect-fast-squish-324,not_frogs,data\processed\not_frogs\mixkit-juicy-insect-fast-squish-324.wav,data\spectrograms\not_frogs\mixkit-juicy-insect-fast-squish-324.npy,data\spectrograms\preview\not_frogs\mixkit-juicy-insect-fast-squish-324.png,10.0,22050
XC961815_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC961815_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC961815_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC961815_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
XC896069_-_American_Toad_-_Anaxyrus_americanus,american_toad,data\processed\american_toad\XC896069_-_American_Toad_-_Anaxyrus_americanus.wav,data\spectrograms\american_toad\XC896069_-_American_Toad_-_Anaxyrus_americanus.npy,data\spectrograms\preview\american_toad\XC896069_-_American_Toad_-_Anaxyrus_americanus.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-88,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-88.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-88.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-88.png,10.0,22050
ML183852,green_tree_frog,data\processed\green_tree_frog\ML183852.wav,data\spectrograms\green_tree_frog\ML183852.npy,data\spectrograms\preview\green_tree_frog\ML183852.png,10.0,22050
ML129296,northern_cricket_frog,data\processed\northern_cricket_frog\ML129296.wav,data\spectrograms\northern_cricket_frog\ML129296.npy,data\spectrograms\preview\northern_cricket_frog\ML129296.png,10.0,22050
ML194628,northern_cricket_frog,data\processed\northern_cricket_frog\ML194628.wav,data\spectrograms\northern_cricket_frog\ML194628.npy,data\spectrograms\preview\northern_cricket_frog\ML194628.png,10.0,22050
ML637501815,green_frog,data\processed\green_frog\ML637501815.wav,data\spectrograms\green_frog\ML637501815.npy,data\spectrograms\preview\green_frog\ML637501815.png,10.0,22050
ML632825903-_2025-10-21T224245.639,pickerel_frog,data\processed\pickerel_frog\ML632825903-_2025-10-21T224245.639.wav,data\spectrograms\pickerel_frog\ML632825903-_2025-10-21T224245.639.npy,data\spectrograms\preview\pickerel_frog\ML632825903-_2025-10-21T224245.639.png,10.0,22050
ML192196,green_tree_frog,data\processed\green_tree_frog\ML192196.wav,data\spectrograms\green_tree_frog\ML192196.npy,data\spectrograms\preview\green_tree_frog\ML192196.png,10.0,22050
ML209168_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209168_(1).wav,data\spectrograms\copes_gray_treefrog\ML209168_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML209168_(1).png,10.0,22050
XC883079_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC883079_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC883079_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC883079_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML635243949,american_bullfrog,data\processed\american_bullfrog\ML635243949.wav,data\spectrograms\american_bullfrog\ML635243949.npy,data\spectrograms\preview\american_bullfrog\ML635243949.png,10.0,22050
ML207928,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207928.wav,data\spectrograms\copes_gray_treefrog\ML207928.npy,data\spectrograms\preview\copes_gray_treefrog\ML207928.png,10.0,22050
ML183798,green_tree_frog,data\processed\green_tree_frog\ML183798.wav,data\spectrograms\green_tree_frog\ML183798.npy,data\spectrograms\preview\green_tree_frog\ML183798.png,10.0,22050
ML179128,american_toad,data\processed\american_toad\ML179128.wav,data\spectrograms\american_toad\ML179128.npy,data\spectrograms\preview\american_toad\ML179128.png,10.0,22050
XC883800_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC883800_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC883800_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC883800_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-74,american_toad,data\processed\american_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-74.wav,data\spectrograms\american_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-74.npy,data\spectrograms\preview\american_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-74.png,10.0,22050
ML183895,green_tree_frog,data\processed\green_tree_frog\ML183895.wav,data\spectrograms\green_tree_frog\ML183895.npy,data\spectrograms\preview\green_tree_frog\ML183895.png,10.0,22050
ML273045,green_frog,data\processed\green_frog\ML273045.wav,data\spectrograms\green_frog\ML273045.npy,data\spectrograms\preview\green_frog\ML273045.png,10.0,22050
ML207066,american_toad,data\processed\american_toad\ML207066.wav,data\spectrograms\american_toad\ML207066.npy,data\spectrograms\preview\american_toad\ML207066.png,10.0,22050
ML183747,green_tree_frog,data\processed\green_tree_frog\ML183747.wav,data\spectrograms\green_tree_frog\ML183747.npy,data\spectrograms\preview\green_tree_frog\ML183747.png,10.0,22050
ML166471_-_2025-10-21T221940.357,pickerel_frog,data\processed\pickerel_frog\ML166471_-_2025-10-21T221940.357.wav,data\spectrograms\pickerel_frog\ML166471_-_2025-10-21T221940.357.npy,data\spectrograms\preview\pickerel_frog\ML166471_-_2025-10-21T221940.357.png,10.0,22050
ML207989,upland_chorus_frog,data\processed\upland_chorus_frog\ML207989.wav,data\spectrograms\upland_chorus_frog\ML207989.npy,data\spectrograms\preview\upland_chorus_frog\ML207989.png,10.0,22050
ML183834,green_tree_frog,data\processed\green_tree_frog\ML183834.wav,data\spectrograms\green_tree_frog\ML183834.npy,data\spectrograms\preview\green_tree_frog\ML183834.png,10.0,22050
XC1020607_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1020607_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1020607_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1020607_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML207980,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207980.wav,data\spectrograms\copes_gray_treefrog\ML207980.npy,data\spectrograms\preview\copes_gray_treefrog\ML207980.png,10.0,22050
Eastern_Spadefoot_Toad___Scaphiopus_holbrookii,eastern_spadefoot_toad,data\processed\eastern_spadefoot_toad\Eastern_Spadefoot_Toad___Scaphiopus_holbrookii.wav,data\spectrograms\eastern_spadefoot_toad\Eastern_Spadefoot_Toad___Scaphiopus_holbrookii.npy,data\spectrograms\preview\eastern_spadefoot_toad\Eastern_Spadefoot_Toad___Scaphiopus_holbrookii.png,10.0,22050
Eastern_narrowmouth_toad_call,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\Eastern_narrowmouth_toad_call.wav,data\spectrograms\eastern_narrow_mouthed_toad\Eastern_narrowmouth_toad_call.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\Eastern_narrowmouth_toad_call.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-43,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-43.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-43.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-43.png,10.0,22050
ML207857,green_tree_frog,data\processed\green_tree_frog\ML207857.wav,data\spectrograms\green_tree_frog\ML207857.npy,data\spectrograms\preview\green_tree_frog\ML207857.png,10.0,22050
ML183879,green_tree_frog,data\processed\green_tree_frog\ML183879.wav,data\spectrograms\green_tree_frog\ML183879.npy,data\spectrograms\preview\green_tree_frog\ML183879.png,10.0,22050
ML207887,northern_cricket_frog,data\processed\northern_cricket_frog\ML207887.wav,data\spectrograms\northern_cricket_frog\ML207887.npy,data\spectrograms\preview\northern_cricket_frog\ML207887.png,10.0,22050
panther,not_frogs,data\processed\not_frogs\panther.wav,data\spectrograms\not_frogs\panther.npy,data\spectrograms\preview\not_frogs\panther.png,10.0,22050
ML506567171,green_frog,data\processed\green_frog\ML506567171.wav,data\spectrograms\green_frog\ML506567171.npy,data\spectrograms\preview\green_frog\ML506567171.png,10.0,22050
XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\processed\copes_gray_treefrog\XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.wav,data\spectrograms\copes_gray_treefrog\XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,data\spectrograms\preview\copes_gray_treefrog\XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.png,10.0,22050
27-Copes-Gray-Treefrog-call,copes_gray_treefrog,data\processed\copes_gray_treefrog\27-Copes-Gray-Treefrog-call.wav,data\spectrograms\copes_gray_treefrog\27-Copes-Gray-Treefrog-call.npy,data\spectrograms\preview\copes_gray_treefrog\27-Copes-Gray-Treefrog-call.png,10.0,22050
ML183630,american_toad,data\processed\american_toad\ML183630.wav,data\spectrograms\american_toad\ML183630.npy,data\spectrograms\preview\american_toad\ML183630.png,10.0,22050
ML222909,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222909.wav,data\spectrograms\copes_gray_treefrog\ML222909.npy,data\spectrograms\preview\copes_gray_treefrog\ML222909.png,10.0,22050
ML638774274,american_bullfrog,data\processed\american_bullfrog\ML638774274.wav,data\spectrograms\american_bullfrog\ML638774274.npy,data\spectrograms\preview\american_bullfrog\ML638774274.png,10.0,22050
ML272794,green_frog,data\processed\green_frog\ML272794.wav,data\spectrograms\green_frog\ML272794.npy,data\spectrograms\preview\green_frog\ML272794.png,10.0,22050
ML183873,green_tree_frog,data\processed\green_tree_frog\ML183873.wav,data\spectrograms\green_tree_frog\ML183873.npy,data\spectrograms\preview\green_tree_frog\ML183873.png,10.0,22050
Bird-voiced_treefrog_(Hyla_avivoca),bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\Bird-voiced_treefrog_(Hyla_avivoca).wav,data\spectrograms\bird_voiced_tree_frog\Bird-voiced_treefrog_(Hyla_avivoca).npy,data\spectrograms\preview\bird_voiced_tree_frog\Bird-voiced_treefrog_(Hyla_avivoca).png,10.0,22050
ML138530-_2025-10-21T221432.649,pickerel_frog,data\processed\pickerel_frog\ML138530-_2025-10-21T221432.649.wav,data\spectrograms\pickerel_frog\ML138530-_2025-10-21T221432.649.npy,data\spectrograms\preview\pickerel_frog\ML138530-_2025-10-21T221432.649.png,10.0,22050
ML192198,green_tree_frog,data\processed\green_tree_frog\ML192198.wav,data\spectrograms\green_tree_frog\ML192198.npy,data\spectrograms\preview\green_tree_frog\ML192198.png,10.0,22050
ML207939,northern_cricket_frog,data\processed\northern_cricket_frog\ML207939.wav,data\spectrograms\northern_cricket_frog\ML207939.npy,data\spectrograms\preview\northern_cricket_frog\ML207939.png,10.0,22050
ML198450,northern_cricket_frog,data\processed\northern_cricket_frog\ML198450.wav,data\spectrograms\northern_cricket_frog\ML198450.npy,data\spectrograms\preview\northern_cricket_frog\ML198450.png,10.0,22050
ML183671,green_tree_frog,data\processed\green_tree_frog\ML183671.wav,data\spectrograms\green_tree_frog\ML183671.npy,data\spectrograms\preview\green_tree_frog\ML183671.png,10.0,22050
ML214878,green_tree_frog,data\processed\green_tree_frog\ML214878.wav,data\spectrograms\green_tree_frog\ML214878.npy,data\spectrograms\preview\green_tree_frog\ML214878.png,10.0,22050
XC1014748_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1014748_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1014748_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1014748_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML79396_-_2025-10-21T220935.501,pickerel_frog,data\processed\pickerel_frog\ML79396_-_2025-10-21T220935.501.wav,data\spectrograms\pickerel_frog\ML79396_-_2025-10-21T220935.501.npy,data\spectrograms\preview\pickerel_frog\ML79396_-_2025-10-21T220935.501.png,10.0,22050
ML273985-_2025-10-21T223734.400,pickerel_frog,data\processed\pickerel_frog\ML273985-_2025-10-21T223734.400.wav,data\spectrograms\pickerel_frog\ML273985-_2025-10-21T223734.400.npy,data\spectrograms\preview\pickerel_frog\ML273985-_2025-10-21T223734.400.png,10.0,22050
ML640822664,green_frog,data\processed\green_frog\ML640822664.wav,data\spectrograms\green_frog\ML640822664.npy,data\spectrograms\preview\green_frog\ML640822664.png,10.0,22050
mixkit-big-wild-cat-long-purr-96_(1),not_frogs,data\processed\not_frogs\mixkit-big-wild-cat-long-purr-96_(1).wav,data\spectrograms\not_frogs\mixkit-big-wild-cat-long-purr-96_(1).npy,data\spectrograms\preview\not_frogs\mixkit-big-wild-cat-long-purr-96_(1).png,10.0,22050
ML222901_(2),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222901_(2).wav,data\spectrograms\copes_gray_treefrog\ML222901_(2).npy,data\spectrograms\preview\copes_gray_treefrog\ML222901_(2).png,10.0,22050
ML222908,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222908.wav,data\spectrograms\copes_gray_treefrog\ML222908.npy,data\spectrograms\preview\copes_gray_treefrog\ML222908.png,10.0,22050
Cope's_Gray_Treefrog_calling_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\Cope's_Gray_Treefrog_calling_(1).wav,data\spectrograms\copes_gray_treefrog\Cope's_Gray_Treefrog_calling_(1).npy,data\spectrograms\preview\copes_gray_treefrog\Cope's_Gray_Treefrog_calling_(1).png,10.0,22050
ML273974,american_toad,data\processed\american_toad\ML273974.wav,data\spectrograms\american_toad\ML273974.npy,data\spectrograms\preview\american_toad\ML273974.png,10.0,22050
ML183874,green_tree_frog,data\processed\green_tree_frog\ML183874.wav,data\spectrograms\green_tree_frog\ML183874.npy,data\spectrograms\preview\green_tree_frog\ML183874.png,10.0,22050
ML638023294,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML638023294.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML638023294.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML638023294.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-33,upland_chorus_frog,data\processed\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-33.wav,data\spectrograms\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-33.npy,data\spectrograms\preview\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-33.png,10.0,22050
ML643659771,green_tree_frog,data\processed\green_tree_frog\ML643659771.wav,data\spectrograms\green_tree_frog\ML643659771.npy,data\spectrograms\preview\green_tree_frog\ML643659771.png,10.0,22050
mixkit-little-baby-sneeze-2214,not_frogs,data\processed\not_frogs\mixkit-little-baby-sneeze-2214.wav,data\spectrograms\not_frogs\mixkit-little-baby-sneeze-2214.npy,data\spectrograms\preview\not_frogs\mixkit-little-baby-sneeze-2214.png,10.0,22050
ML639777913,green_frog,data\processed\green_frog\ML639777913.wav,data\spectrograms\green_frog\ML639777913.npy,data\spectrograms\preview\green_frog\ML639777913.png,10.0,22050
XC883689_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog,data\processed\green_tree_frog\XC883689_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.wav,data\spectrograms\green_tree_frog\XC883689_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.npy,data\spectrograms\preview\green_tree_frog\XC883689_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.png,10.0,22050
Fowlers_Toad,fowlers_toad,data\processed\fowlers_toad\Fowlers_Toad.wav,data\spectrograms\fowlers_toad\Fowlers_Toad.npy,data\spectrograms\preview\fowlers_toad\Fowlers_Toad.png,10.0,22050
XC982069_-_Bird-voiced_Treefrog_-_Dryophytes_avivoca,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\XC982069_-_Bird-voiced_Treefrog_-_Dryophytes_avivoca.wav,data\spectrograms\bird_voiced_tree_frog\XC982069_-_Bird-voiced_Treefrog_-_Dryophytes_avivoca.npy,data\spectrograms\preview\bird_voiced_tree_frog\XC982069_-_Bird-voiced_Treefrog_-_Dryophytes_avivoca.png,10.0,22050
ML199790,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199790.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199790.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199790.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-78,american_bullfrog,data\processed\american_bullfrog\dlg_ggpd_n200-g2-m1-2003-c3-track-78.wav,data\spectrograms\american_bullfrog\dlg_ggpd_n200-g2-m1-2003-c3-track-78.npy,data\spectrograms\preview\american_bullfrog\dlg_ggpd_n200-g2-m1-2003-c3-track-78.png,10.0,22050
ML207910_(2),northern_cricket_frog,data\processed\northern_cricket_frog\ML207910_(2).wav,data\spectrograms\northern_cricket_frog\ML207910_(2).npy,data\spectrograms\preview\northern_cricket_frog\ML207910_(2).png,10.0,22050
Bellowing_Bullfrog_sends_water_flying!,american_bullfrog,data\processed\american_bullfrog\Bellowing_Bullfrog_sends_water_flying!.wav,data\spectrograms\american_bullfrog\Bellowing_Bullfrog_sends_water_flying!.npy,data\spectrograms\preview\american_bullfrog\Bellowing_Bullfrog_sends_water_flying!.png,10.0,22050
ML639251875,american_bullfrog,data\processed\american_bullfrog\ML639251875.wav,data\spectrograms\american_bullfrog\ML639251875.npy,data\spectrograms\preview\american_bullfrog\ML639251875.png,10.0,22050
ML209169_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209169_(1).wav,data\spectrograms\copes_gray_treefrog\ML209169_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML209169_(1).png,10.0,22050
mixkit-urban-park-and-traffic-2932,not_frogs,data\processed\not_frogs\mixkit-urban-park-and-traffic-2932.wav,data\spectrograms\not_frogs\mixkit-urban-park-and-traffic-2932.npy,data\spectrograms\preview\not_frogs\mixkit-urban-park-and-traffic-2932.png,10.0,22050
ML200847,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML200847.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML200847.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML200847.png,10.0,22050
XC961812_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\processed\american_bullfrog\XC961812_-_American_Bullfrog_-_Aquarana_catesbeiana.wav,data\spectrograms\american_bullfrog\XC961812_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,data\spectrograms\preview\american_bullfrog\XC961812_-_American_Bullfrog_-_Aquarana_catesbeiana.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-81,green_tree_frog,data\processed\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-81.wav,data\spectrograms\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-81.npy,data\spectrograms\preview\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-81.png,10.0,22050
